,User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
5154,U05155,45,Male,Hyderabad,Google Pixel,Android,2.1,26.9,258.1,126,3.7,2203,6.3,4.3,975,Work
5155,U05156,35,Female,Jaipur,Google Pixel,Android,9.1,44.3,32.6,194,1.8,3651,1.4,4.9,103,Education
5156,U05157,15,Other,Ahmedabad,Motorola,Android,2.5,30.1,283.1,39,5.1,2729,5.0,3.1,893,Social Media
5157,U05158,17,Male,Lucknow,Google Pixel,Android,6.1,45.0,299.9,19,3.9,6253,1.2,1.6,196,Work
5158,U05159,20,Male,Delhi,OnePlus,Android,2.3,30.9,84.1,132,5.7,309,7.0,2.2,574,Entertainment
5159,U05160,36,Other,Pune,OnePlus,Android,10.5,49.7,109.7,41,5.2,1834,6.2,0.5,1754,Education
5160,U05161,59,Male,Kolkata,Realme,Android,12.0,39.8,130.4,36,5.0,6613,5.5,0.4,1171,Entertainment
5161,U05162,29,Female,Bangalore,OnePlus,Android,2.9,8.5,132.1,77,4.7,262,6.5,0.1,1280,Work
5162,U05163,41,Male,Chennai,Samsung,Android,6.9,36.1,167.9,133,4.2,9306,4.0,0.3,1390,Social Media
5163,U05164,56,Male,Kolkata,OnePlus,Android,2.4,8.5,231.4,11,5.7,7006,3.9,3.3,1219,Social Media
5164,U05165,19,Female,Lucknow,Nokia,Android,9.2,43.4,184.1,71,1.9,1500,3.5,3.4,949,Education
5165,U05166,35,Other,Pune,Google Pixel,Android,3.6,38.0,197.8,41,5.8,6073,2.6,0.3,303,Work
5166,U05167,21,Female,Chennai,Realme,Android,9.9,25.1,263.7,185,4.9,4812,4.3,4.2,1754,Social Media
5167,U05168,39,Other,Delhi,Xiaomi,Android,8.9,35.8,141.3,102,5.1,2822,3.6,4.2,879,Work
5168,U05169,29,Female,Jaipur,Google Pixel,Android,11.3,1.6,67.0,10,1.6,7958,0.6,1.3,1474,Education
5169,U05170,52,Female,Delhi,Realme,Android,10.9,17.7,81.0,58,3.4,5708,1.6,2.7,483,Gaming
5170,U05171,38,Other,Lucknow,OnePlus,Android,8.0,2.0,78.4,55,3.1,2999,6.1,1.8,1645,Work
5171,U05172,60,Female,Chennai,Realme,Android,10.2,19.8,262.3,166,2.9,4200,4.8,2.5,696,Gaming
5172,U05173,31,Other,Chennai,Vivo,Android,6.7,19.2,83.4,82,4.4,6697,5.8,1.1,1900,Education
5173,U05174,28,Other,Delhi,Motorola,Android,7.8,9.4,115.3,96,2.8,2748,1.9,0.2,374,Education
5174,U05175,59,Female,Chennai,Oppo,Android,8.7,22.0,226.4,48,2.0,7434,6.7,2.2,902,Entertainment
5175,U05176,21,Male,Pune,Vivo,Android,4.7,1.1,23.1,41,1.8,8194,3.6,4.1,427,Social Media
5176,U05177,24,Male,Lucknow,Nokia,Android,11.0,12.3,179.3,27,0.8,1799,3.1,1.6,578,Work
5177,U05178,40,Female,Chennai,Apple,iOS,1.4,5.4,197.8,18,3.8,9572,2.6,3.3,1535,Work
5178,U05179,54,Female,Pune,Realme,Android,4.9,4.2,132.2,18,3.7,9589,5.3,2.9,1113,Work
5179,U05180,45,Female,Pune,Vivo,Android,8.3,26.2,286.1,40,3.9,8686,2.5,4.9,1370,Social Media
5180,U05181,50,Other,Mumbai,Google Pixel,Android,9.0,33.0,28.1,98,3.4,367,6.8,1.0,1234,Education
5181,U05182,21,Female,Pune,Oppo,Android,3.6,42.7,44.1,20,1.7,1294,6.8,0.3,1496,Social Media
5182,U05183,24,Female,Hyderabad,OnePlus,Android,5.8,32.8,293.6,13,2.1,8322,6.5,3.7,271,Social Media
5183,U05184,54,Other,Jaipur,Vivo,Android,5.6,25.3,208.1,14,2.7,5359,7.6,4.1,298,Entertainment
5184,U05185,35,Other,Lucknow,Xiaomi,Android,6.0,4.3,218.9,171,3.0,7223,3.8,2.9,1820,Work
5185,U05186,36,Female,Mumbai,OnePlus,Android,7.0,30.3,8.9,36,3.8,5788,5.6,1.0,1738,Social Media
5186,U05187,37,Male,Jaipur,Vivo,Android,1.1,16.0,155.8,155,1.1,4422,8.0,0.1,389,Work
5187,U05188,28,Male,Kolkata,Google Pixel,Android,2.8,16.5,262.0,109,5.3,7286,3.8,0.6,561,Social Media
5188,U05189,41,Other,Pune,Xiaomi,Android,11.6,11.8,130.7,168,5.1,3771,7.7,0.2,607,Gaming
5189,U05190,15,Female,Lucknow,Vivo,Android,6.5,24.4,88.2,132,2.4,3231,2.9,0.8,410,Entertainment
5190,U05191,52,Other,Lucknow,Oppo,Android,8.2,14.3,216.3,32,2.3,8499,2.9,4.8,1855,Work
5191,U05192,41,Other,Bangalore,Samsung,Android,9.4,25.8,180.9,162,5.8,5170,1.8,4.1,1046,Education
5192,U05193,48,Female,Hyderabad,Oppo,Android,8.3,28.2,294.3,40,5.6,9278,3.9,3.7,1077,Entertainment
5193,U05194,30,Male,Ahmedabad,Vivo,Android,10.0,47.0,71.1,147,0.8,7772,4.5,3.3,1054,Education
5194,U05195,30,Other,Delhi,Motorola,Android,11.6,13.6,227.7,128,2.8,4002,2.8,4.2,1836,Gaming
5195,U05196,49,Female,Delhi,Nokia,Android,9.3,8.7,6.0,168,2.0,7499,5.0,4.1,546,Social Media
5196,U05197,40,Male,Bangalore,Oppo,Android,9.3,44.0,67.4,112,4.6,9340,3.8,2.4,1590,Entertainment
5197,U05198,18,Male,Chennai,Vivo,Android,11.7,41.9,272.5,49,3.2,7636,4.0,1.3,1451,Work
5198,U05199,16,Female,Mumbai,Apple,iOS,11.0,2.9,148.6,132,0.6,2843,6.6,2.6,1526,Education
5199,U05200,15,Male,Hyderabad,Apple,iOS,10.9,40.8,45.5,31,3.9,2323,4.6,3.2,1474,Gaming
5200,U05201,22,Male,Kolkata,OnePlus,Android,4.2,48.7,175.7,140,3.7,3860,3.4,2.7,591,Gaming
5201,U05202,42,Male,Delhi,Oppo,Android,1.0,42.2,137.8,59,3.4,5418,6.6,0.2,675,Education
5202,U05203,45,Male,Lucknow,Motorola,Android,8.8,34.4,217.8,28,1.0,6413,3.8,2.5,701,Gaming
5203,U05204,39,Female,Chennai,Vivo,Android,10.3,42.8,199.6,22,2.7,7105,1.2,0.6,290,Education
5204,U05205,28,Male,Ahmedabad,Oppo,Android,3.1,4.1,61.7,183,5.9,4466,2.4,3.7,313,Work
5205,U05206,33,Other,Ahmedabad,Oppo,Android,3.5,49.1,215.1,70,5.0,3392,5.2,3.7,1262,Social Media
5206,U05207,19,Male,Kolkata,OnePlus,Android,3.8,28.6,133.5,29,1.7,445,7.9,4.7,656,Social Media
5207,U05208,18,Male,Jaipur,Motorola,Android,6.9,32.2,154.8,34,3.8,3330,6.3,4.9,939,Social Media
5208,U05209,35,Other,Delhi,Oppo,Android,11.7,24.3,130.9,92,4.6,9903,1.0,2.1,1458,Work
5209,U05210,32,Female,Lucknow,Samsung,Android,4.6,36.0,264.3,192,3.3,6244,2.6,2.2,1190,Work
5210,U05211,40,Male,Jaipur,Oppo,Android,7.3,14.2,170.1,54,5.7,6062,4.6,3.1,1986,Entertainment
5211,U05212,56,Other,Delhi,Samsung,Android,6.3,39.8,281.0,122,4.6,4870,1.8,2.4,999,Social Media
5212,U05213,54,Other,Mumbai,Apple,iOS,1.8,28.9,178.8,38,1.6,3352,2.5,1.8,1919,Gaming
5213,U05214,34,Other,Bangalore,Oppo,Android,10.2,5.0,137.7,25,2.3,7255,3.9,1.2,1309,Gaming
5214,U05215,38,Male,Hyderabad,Oppo,Android,3.7,30.0,35.5,30,4.4,2990,4.6,4.5,1358,Entertainment
5215,U05216,21,Other,Lucknow,Vivo,Android,7.5,39.4,117.6,190,1.8,2282,7.8,0.7,1785,Education
5216,U05217,46,Other,Lucknow,Xiaomi,Android,5.9,9.2,162.5,118,1.2,2740,2.8,2.9,1570,Work
5217,U05218,45,Male,Pune,Google Pixel,Android,1.8,49.2,8.7,122,1.9,6944,3.6,3.9,1807,Gaming
5218,U05219,39,Female,Jaipur,Motorola,Android,4.4,10.0,95.3,172,1.7,3971,6.2,4.1,1565,Gaming
5219,U05220,55,Other,Ahmedabad,Vivo,Android,6.9,17.2,247.1,67,1.5,7382,4.2,2.7,1364,Social Media
5220,U05221,33,Male,Lucknow,OnePlus,Android,3.1,46.8,277.5,173,2.1,395,3.1,4.9,1638,Gaming
5221,U05222,35,Other,Hyderabad,Vivo,Android,4.9,11.3,123.5,73,5.3,7781,6.5,4.5,1721,Gaming
5222,U05223,36,Other,Bangalore,Google Pixel,Android,8.0,41.5,175.3,56,4.5,1327,5.5,4.7,1856,Gaming
5223,U05224,32,Male,Hyderabad,OnePlus,Android,2.4,9.8,50.2,139,1.6,6191,7.7,1.8,247,Social Media
5224,U05225,25,Female,Ahmedabad,Google Pixel,Android,11.4,35.3,110.3,88,3.8,6172,1.1,2.7,1158,Entertainment
5225,U05226,24,Other,Lucknow,Oppo,Android,11.2,43.5,75.9,90,4.9,2811,5.6,1.0,989,Social Media
5226,U05227,53,Female,Bangalore,Realme,Android,9.8,7.8,88.9,180,0.8,6504,5.5,1.0,1572,Work
5227,U05228,22,Male,Hyderabad,Motorola,Android,2.8,44.1,229.3,115,2.4,8301,4.0,3.2,1696,Social Media
5228,U05229,42,Other,Kolkata,Xiaomi,Android,9.6,31.5,243.5,38,2.1,2656,7.0,2.3,454,Work
5229,U05230,28,Male,Chennai,Nokia,Android,2.3,2.2,186.5,181,1.5,4268,5.7,2.2,265,Social Media
5230,U05231,30,Female,Ahmedabad,Google Pixel,Android,3.7,4.4,221.3,173,1.9,8779,3.4,1.1,1820,Social Media
5231,U05232,38,Male,Delhi,OnePlus,Android,9.0,29.8,102.4,138,2.0,4695,6.8,1.8,1052,Social Media
5232,U05233,45,Female,Hyderabad,Apple,iOS,8.1,8.6,84.2,54,4.8,7252,1.0,2.5,921,Social Media
5233,U05234,43,Other,Bangalore,Apple,iOS,11.1,42.4,282.2,117,1.0,6494,6.7,4.3,609,Education
5234,U05235,54,Female,Pune,Google Pixel,Android,8.0,19.3,170.0,161,2.0,5776,4.3,4.2,1132,Work
5235,U05236,27,Male,Ahmedabad,Samsung,Android,11.1,4.7,24.3,164,1.0,4021,5.6,3.8,1376,Social Media
5236,U05237,18,Male,Kolkata,Xiaomi,Android,4.4,35.1,289.4,186,5.9,8804,1.6,1.5,778,Work
5237,U05238,48,Other,Kolkata,Nokia,Android,4.2,24.4,262.0,154,1.6,3866,6.5,4.4,1968,Social Media
5238,U05239,28,Female,Lucknow,Nokia,Android,6.0,45.4,78.7,199,2.9,9747,2.8,0.1,1472,Social Media
5239,U05240,43,Male,Kolkata,Google Pixel,Android,7.8,5.2,119.1,111,2.0,518,1.4,1.1,371,Education
5240,U05241,18,Other,Bangalore,Motorola,Android,8.6,39.0,5.2,119,3.6,4792,5.4,0.9,1628,Education
5241,U05242,55,Male,Mumbai,Samsung,Android,10.0,14.2,137.3,174,3.6,763,2.0,2.5,673,Work
5242,U05243,50,Female,Mumbai,Apple,iOS,4.3,1.2,234.3,91,5.3,137,1.9,3.9,506,Social Media
5243,U05244,25,Other,Kolkata,Oppo,Android,6.4,31.5,133.5,33,3.5,6876,3.8,1.7,133,Social Media
5244,U05245,40,Male,Bangalore,Nokia,Android,10.9,3.2,50.9,19,1.6,7122,5.4,4.9,1903,Education
5245,U05246,57,Female,Mumbai,Motorola,Android,9.9,40.2,66.7,172,3.8,8135,3.9,2.0,483,Education
5246,U05247,54,Male,Delhi,Realme,Android,6.9,36.2,222.8,27,3.1,525,1.2,3.6,429,Work
5247,U05248,24,Female,Kolkata,Apple,iOS,3.8,39.5,231.2,165,4.1,7540,0.6,1.8,303,Entertainment
5248,U05249,20,Other,Kolkata,Oppo,Android,1.0,31.5,54.5,57,1.1,9436,4.1,3.2,108,Education
5249,U05250,28,Female,Jaipur,Vivo,Android,9.6,39.3,217.1,111,2.8,2006,5.0,0.5,349,Work
5250,U05251,54,Other,Chennai,OnePlus,Android,4.4,39.8,98.7,169,0.8,9720,4.6,0.0,1157,Entertainment
5251,U05252,31,Male,Bangalore,Samsung,Android,3.3,45.2,158.2,24,1.2,1065,2.1,3.8,1225,Education
5252,U05253,36,Other,Chennai,Samsung,Android,4.7,17.3,40.3,165,1.2,8823,7.0,2.4,994,Work
5253,U05254,60,Other,Bangalore,Nokia,Android,9.3,10.8,170.6,90,3.3,5839,3.5,3.7,880,Work
5254,U05255,44,Other,Mumbai,Motorola,Android,4.5,25.2,61.1,199,5.0,784,4.3,2.7,1205,Work
5255,U05256,18,Male,Hyderabad,Xiaomi,Android,9.0,40.9,196.5,75,4.3,4276,4.0,2.1,1972,Work
5256,U05257,21,Male,Pune,Google Pixel,Android,7.3,44.5,265.4,180,5.6,4774,2.9,4.3,1077,Gaming
5257,U05258,43,Female,Kolkata,Apple,iOS,3.5,15.4,122.6,19,4.5,4623,4.8,2.2,1852,Education
5258,U05259,34,Other,Chennai,OnePlus,Android,1.6,14.4,229.0,175,2.7,359,5.2,1.0,302,Entertainment
5259,U05260,29,Female,Jaipur,Nokia,Android,4.5,7.5,284.0,48,2.8,1756,4.3,2.0,125,Work
5260,U05261,29,Female,Delhi,Google Pixel,Android,3.1,46.4,22.3,67,4.3,9228,4.7,0.7,1662,Entertainment
5261,U05262,30,Female,Delhi,Oppo,Android,10.1,47.6,261.2,72,1.8,1538,7.9,3.5,147,Social Media
5262,U05263,44,Female,Hyderabad,Samsung,Android,6.3,21.5,221.1,110,2.7,1711,3.5,2.3,1532,Education
5263,U05264,47,Female,Bangalore,Xiaomi,Android,5.1,41.0,26.5,108,1.6,4617,1.5,2.8,540,Education
5264,U05265,46,Other,Pune,Samsung,Android,8.9,14.9,246.2,34,4.1,8936,2.7,0.4,953,Work
5265,U05266,31,Female,Lucknow,Oppo,Android,3.8,22.0,266.1,108,3.2,8498,3.0,3.0,880,Entertainment
5266,U05267,51,Female,Hyderabad,Samsung,Android,5.0,36.4,65.2,85,4.9,9191,2.3,1.7,1010,Entertainment
5267,U05268,30,Other,Mumbai,Vivo,Android,2.5,6.9,113.8,154,2.0,9811,6.8,0.4,806,Education
5268,U05269,55,Female,Pune,Samsung,Android,6.8,39.8,168.6,102,3.9,5145,7.3,3.6,545,Education
5269,U05270,55,Male,Jaipur,Xiaomi,Android,5.4,36.3,176.2,73,4.7,9325,4.2,4.9,1251,Education
5270,U05271,16,Other,Mumbai,Samsung,Android,4.2,44.3,218.2,45,2.5,6231,5.6,4.3,1495,Social Media
5271,U05272,55,Female,Bangalore,Apple,iOS,1.6,49.1,179.1,15,3.6,9552,6.2,4.9,1842,Social Media
5272,U05273,46,Female,Hyderabad,Xiaomi,Android,8.5,27.6,45.4,65,4.9,8146,4.0,3.4,1231,Social Media
5273,U05274,46,Female,Chennai,OnePlus,Android,1.6,3.1,231.6,95,3.8,987,6.2,2.9,691,Work
5274,U05275,41,Female,Ahmedabad,Nokia,Android,3.2,25.0,250.8,57,3.0,4345,7.9,4.4,1312,Social Media
5275,U05276,35,Female,Hyderabad,Nokia,Android,9.9,46.3,93.3,122,1.4,3471,2.0,1.3,784,Social Media
5276,U05277,38,Female,Mumbai,Samsung,Android,3.0,28.7,179.0,190,1.4,2410,6.6,1.5,1395,Social Media
5277,U05278,56,Other,Jaipur,Oppo,Android,3.9,45.3,273.7,200,4.9,9619,2.5,0.6,1829,Education
5278,U05279,20,Female,Ahmedabad,Xiaomi,Android,7.7,43.5,244.8,46,5.4,1726,7.0,3.9,1872,Social Media
5279,U05280,46,Male,Jaipur,Realme,Android,10.0,48.6,229.5,78,5.6,3977,7.5,2.6,809,Gaming
5280,U05281,48,Male,Mumbai,Samsung,Android,11.2,30.8,212.2,115,4.4,3070,1.0,1.1,284,Education
5281,U05282,36,Female,Lucknow,Nokia,Android,6.9,6.4,111.3,31,3.7,6872,4.7,1.0,1371,Work
5282,U05283,45,Other,Ahmedabad,Vivo,Android,10.7,28.9,139.9,127,5.8,1054,1.5,4.3,1429,Social Media
5283,U05284,41,Female,Lucknow,Samsung,Android,10.0,16.6,40.2,159,3.9,5687,7.8,1.4,653,Social Media
5284,U05285,50,Female,Pune,Google Pixel,Android,5.8,40.7,64.7,123,4.3,6461,4.5,1.5,1946,Social Media
5285,U05286,46,Male,Ahmedabad,Apple,iOS,2.4,30.8,147.3,83,2.3,5605,7.3,0.8,865,Gaming
5286,U05287,22,Female,Kolkata,Nokia,Android,6.5,30.8,39.9,175,3.5,2228,2.2,4.0,186,Entertainment
5287,U05288,18,Male,Kolkata,Samsung,Android,1.1,37.7,208.2,52,2.6,6579,1.5,4.9,942,Education
5288,U05289,52,Male,Delhi,Google Pixel,Android,11.0,31.9,142.6,138,4.3,7594,1.7,3.9,393,Work
5289,U05290,38,Other,Delhi,Xiaomi,Android,11.0,32.7,237.5,38,1.3,7240,2.9,3.1,777,Education
5290,U05291,56,Female,Mumbai,Oppo,Android,10.5,43.2,86.0,154,2.7,1324,7.7,1.0,118,Work
5291,U05292,22,Female,Jaipur,Realme,Android,6.0,27.6,207.1,194,1.5,2240,3.7,2.0,975,Work
5292,U05293,17,Male,Kolkata,Samsung,Android,9.0,38.9,158.3,179,1.1,4241,7.1,1.9,617,Gaming
5293,U05294,29,Female,Jaipur,Xiaomi,Android,11.3,11.7,184.8,126,3.9,9610,0.5,1.4,533,Gaming
5294,U05295,47,Other,Ahmedabad,Realme,Android,9.7,9.9,90.2,71,2.5,9310,4.8,4.0,329,Social Media
5295,U05296,44,Female,Hyderabad,OnePlus,Android,6.0,47.9,260.9,10,2.4,3802,1.4,2.9,1125,Work
5296,U05297,43,Female,Kolkata,Samsung,Android,1.6,18.5,135.0,148,2.8,2883,6.6,1.8,1792,Education
5297,U05298,20,Female,Lucknow,Samsung,Android,5.2,14.5,75.5,134,3.4,6256,3.2,4.1,1413,Social Media
5298,U05299,58,Other,Mumbai,Vivo,Android,10.3,3.8,42.1,183,3.6,2864,3.9,4.2,1894,Entertainment
5299,U05300,22,Male,Pune,Apple,iOS,4.5,13.8,285.2,172,4.9,5048,8.0,0.5,431,Work
5300,U05301,50,Other,Jaipur,Apple,iOS,2.0,31.5,294.1,197,2.2,5390,3.0,3.3,465,Education
5301,U05302,47,Female,Chennai,Motorola,Android,3.3,18.9,27.4,93,5.6,5498,4.8,2.5,1093,Entertainment
5302,U05303,50,Other,Mumbai,OnePlus,Android,1.5,13.5,198.0,93,2.1,1252,0.6,0.3,1849,Gaming
5303,U05304,16,Other,Jaipur,Google Pixel,Android,6.3,31.3,210.2,166,3.4,9195,7.5,2.5,1516,Gaming
5304,U05305,16,Other,Hyderabad,Oppo,Android,8.2,35.7,47.5,84,1.3,2841,4.4,1.6,1178,Work
5305,U05306,21,Female,Ahmedabad,Nokia,Android,9.1,32.9,210.8,143,4.5,7829,3.2,4.8,313,Entertainment
5306,U05307,47,Male,Chennai,Oppo,Android,8.8,7.8,6.6,81,2.2,7931,4.2,3.0,607,Entertainment
5307,U05308,44,Female,Jaipur,Samsung,Android,4.6,20.1,143.3,134,5.8,5964,6.0,3.5,475,Social Media
5308,U05309,16,Male,Mumbai,Apple,iOS,10.6,25.0,32.8,16,0.6,5142,0.6,3.6,910,Education
5309,U05310,18,Other,Ahmedabad,Samsung,Android,8.6,6.4,9.9,112,2.0,7661,2.2,5.0,464,Entertainment
5310,U05311,29,Male,Chennai,Google Pixel,Android,7.2,33.7,80.8,109,5.1,1961,2.8,2.8,1765,Social Media
5311,U05312,39,Other,Lucknow,Nokia,Android,9.4,43.1,215.0,110,0.7,9045,1.9,4.5,1489,Education
5312,U05313,60,Female,Mumbai,Google Pixel,Android,10.3,34.6,74.7,98,0.6,465,0.8,2.7,524,Gaming
5313,U05314,58,Other,Jaipur,Xiaomi,Android,2.4,13.2,66.8,194,4.1,4106,1.7,0.8,267,Social Media
5314,U05315,24,Female,Delhi,Nokia,Android,4.1,6.2,199.3,26,4.4,2622,4.4,1.5,663,Education
5315,U05316,36,Other,Lucknow,Oppo,Android,1.7,13.1,72.8,38,4.1,123,5.1,4.8,1983,Work
5316,U05317,51,Male,Pune,Nokia,Android,6.1,13.3,136.1,162,0.5,2163,1.2,1.2,292,Entertainment
5317,U05318,38,Other,Hyderabad,Apple,iOS,10.5,19.2,11.5,88,2.2,8718,4.7,3.8,1148,Work
5318,U05319,15,Other,Kolkata,Nokia,Android,6.5,11.4,254.9,146,5.9,1484,4.4,4.9,1230,Entertainment
5319,U05320,35,Male,Kolkata,Vivo,Android,6.0,26.7,198.5,62,5.2,1983,6.8,3.4,712,Social Media
5320,U05321,36,Male,Delhi,OnePlus,Android,10.0,4.0,69.2,25,1.3,4246,3.7,2.5,477,Social Media
5321,U05322,19,Female,Mumbai,Realme,Android,8.3,26.1,33.1,155,1.0,9191,4.5,4.6,824,Gaming
5322,U05323,42,Male,Jaipur,Xiaomi,Android,1.8,27.4,230.5,78,2.1,1918,6.0,1.0,1548,Social Media
5323,U05324,55,Other,Lucknow,Nokia,Android,5.7,28.9,205.4,152,2.2,182,4.1,0.9,1865,Gaming
5324,U05325,17,Female,Bangalore,Samsung,Android,9.9,33.6,71.6,144,5.6,1576,6.1,3.8,206,Social Media
5325,U05326,28,Female,Chennai,OnePlus,Android,8.8,37.7,282.7,25,4.3,8411,4.7,3.8,1497,Gaming
5326,U05327,47,Other,Lucknow,Nokia,Android,2.7,41.8,111.8,71,6.0,2355,2.0,2.7,1606,Gaming
5327,U05328,36,Female,Delhi,Apple,iOS,1.2,28.1,6.3,97,4.9,4711,6.5,3.6,574,Education
5328,U05329,34,Other,Bangalore,Vivo,Android,6.3,16.2,16.8,53,1.7,4756,4.1,0.9,1425,Education
5329,U05330,30,Male,Pune,Nokia,Android,4.8,21.0,40.6,188,5.1,8244,6.1,4.9,886,Gaming
5330,U05331,51,Other,Hyderabad,Nokia,Android,9.2,26.7,163.9,32,0.9,4404,3.1,2.9,531,Social Media
5331,U05332,60,Male,Delhi,Oppo,Android,5.5,45.2,267.7,81,2.2,5864,5.9,4.6,1468,Work
5332,U05333,21,Male,Delhi,Oppo,Android,6.0,16.8,179.3,105,4.9,206,2.6,3.1,682,Social Media
5333,U05334,54,Female,Bangalore,Nokia,Android,11.2,40.4,15.5,51,5.0,2352,4.4,2.7,391,Social Media
5334,U05335,23,Male,Ahmedabad,Nokia,Android,4.5,22.6,101.8,149,1.2,2227,5.3,0.6,117,Entertainment
5335,U05336,41,Other,Delhi,Realme,Android,11.6,24.8,12.5,120,1.0,3972,3.8,2.2,1498,Gaming
5336,U05337,54,Other,Ahmedabad,Apple,iOS,6.4,42.3,80.1,157,1.2,2532,1.8,2.1,1206,Education
5337,U05338,20,Other,Ahmedabad,OnePlus,Android,4.3,42.5,247.7,197,5.9,3626,1.6,3.7,428,Social Media
5338,U05339,54,Male,Kolkata,Xiaomi,Android,5.1,18.9,249.6,171,2.5,6474,6.2,2.2,937,Work
5339,U05340,53,Other,Chennai,OnePlus,Android,8.6,22.5,78.0,23,4.1,9386,2.7,2.9,1521,Social Media
5340,U05341,33,Male,Chennai,Samsung,Android,3.6,42.1,214.1,174,3.6,2782,4.8,3.1,1975,Work
5341,U05342,26,Other,Delhi,Xiaomi,Android,3.9,24.0,290.3,55,2.2,8942,0.7,0.7,1164,Social Media
5342,U05343,42,Male,Bangalore,Motorola,Android,1.9,16.1,176.1,59,3.0,3219,3.2,1.7,721,Gaming
5343,U05344,44,Male,Chennai,Realme,Android,2.3,27.7,184.3,123,2.9,1109,5.6,4.0,685,Work
5344,U05345,41,Female,Hyderabad,Nokia,Android,10.3,28.2,297.1,178,2.5,2437,7.6,4.7,1132,Gaming
5345,U05346,33,Other,Delhi,Nokia,Android,8.0,7.0,12.4,93,0.9,143,6.6,4.6,1711,Gaming
5346,U05347,24,Other,Hyderabad,Samsung,Android,9.7,22.1,95.3,179,0.6,5413,1.1,2.6,533,Education
5347,U05348,42,Other,Delhi,Samsung,Android,1.8,27.6,220.8,164,0.7,4702,7.9,5.0,555,Work
5348,U05349,49,Male,Ahmedabad,Oppo,Android,7.2,7.6,78.2,139,2.6,6083,3.2,3.3,969,Social Media
5349,U05350,23,Female,Lucknow,Nokia,Android,5.2,11.3,120.8,58,3.5,9724,3.7,2.5,469,Gaming
5350,U05351,32,Male,Ahmedabad,Xiaomi,Android,7.0,15.1,122.6,168,4.2,7814,5.2,4.6,221,Education
5351,U05352,60,Other,Chennai,Apple,iOS,8.6,22.7,37.8,90,2.0,5561,1.1,0.6,987,Social Media
5352,U05353,46,Male,Delhi,Nokia,Android,4.0,22.4,95.2,182,4.3,2828,3.5,1.9,418,Gaming
5353,U05354,23,Female,Kolkata,Samsung,Android,11.9,32.5,205.4,15,3.0,7544,3.0,0.3,507,Work
5354,U05355,54,Female,Jaipur,OnePlus,Android,2.0,3.3,230.7,87,4.8,8927,6.6,1.6,1943,Entertainment
5355,U05356,39,Other,Kolkata,Xiaomi,Android,2.6,10.9,56.2,165,5.9,2287,5.7,2.2,1626,Education
5356,U05357,26,Other,Kolkata,Nokia,Android,2.2,8.4,282.8,54,3.1,4650,0.6,3.2,333,Work
5357,U05358,18,Other,Mumbai,Realme,Android,7.0,31.7,155.6,98,2.9,6495,3.9,4.6,154,Entertainment
5358,U05359,18,Female,Pune,Nokia,Android,1.5,42.0,271.0,143,1.8,9182,6.5,0.7,1111,Education
5359,U05360,43,Male,Mumbai,Oppo,Android,5.1,7.5,134.7,172,2.4,7965,5.9,1.3,1613,Education
5360,U05361,52,Other,Kolkata,Xiaomi,Android,11.2,4.7,29.3,177,4.5,5427,2.8,0.4,294,Education
5361,U05362,30,Male,Ahmedabad,Samsung,Android,3.2,27.8,219.3,198,1.0,7512,5.3,1.7,1570,Gaming
5362,U05363,53,Other,Bangalore,Nokia,Android,6.6,35.0,210.8,116,5.0,8288,3.3,2.9,1931,Social Media
5363,U05364,15,Other,Bangalore,Oppo,Android,12.0,10.2,251.7,195,4.0,5162,1.3,2.7,817,Gaming
5364,U05365,29,Female,Bangalore,Realme,Android,1.8,48.0,23.6,64,1.0,3538,1.4,2.9,1987,Work
5365,U05366,31,Female,Kolkata,Google Pixel,Android,8.2,26.8,30.7,63,3.5,4356,5.9,1.4,628,Education
5366,U05367,33,Other,Lucknow,Motorola,Android,6.9,40.8,287.1,86,2.1,4877,6.2,0.3,538,Education
5367,U05368,52,Other,Chennai,Apple,iOS,4.1,46.3,221.6,173,5.8,6556,6.5,4.0,1038,Gaming
5368,U05369,15,Other,Ahmedabad,Samsung,Android,3.0,26.4,179.8,200,5.9,4993,7.7,3.3,1670,Social Media
5369,U05370,43,Male,Ahmedabad,Samsung,Android,7.3,26.1,173.9,12,0.9,7429,3.7,3.1,1616,Social Media
5370,U05371,17,Female,Delhi,Vivo,Android,4.4,31.4,55.8,106,5.1,9547,1.3,4.1,616,Education
5371,U05372,43,Other,Lucknow,OnePlus,Android,3.1,29.5,272.7,171,2.9,3833,5.0,3.3,1412,Gaming
5372,U05373,33,Female,Hyderabad,Xiaomi,Android,2.6,40.3,15.1,89,5.4,8151,1.9,3.3,1897,Education
5373,U05374,41,Female,Bangalore,Vivo,Android,6.4,14.9,295.1,123,2.9,3003,4.6,4.2,1026,Entertainment
5374,U05375,59,Male,Kolkata,Google Pixel,Android,6.6,39.6,134.3,182,5.0,6406,4.1,1.3,788,Entertainment
5375,U05376,59,Female,Jaipur,Apple,iOS,9.9,33.4,208.9,106,2.2,7398,2.9,4.1,950,Work
5376,U05377,29,Other,Hyderabad,Motorola,Android,10.5,10.7,259.4,154,3.6,5604,7.1,3.9,1093,Entertainment
